timestamp,system_id,vehicle_id,lat,lon,is_reserved,is_disabled,form_factor,propulsion_type
2026-06-03T00:09:43Z,donkey,donkey:f06afc37780f,51.9885129,4.3835075,False,True,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:48f292e02a7e,51.8587068,4.7046224,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:a45459ab8988,51.8389107,4.626463,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:8f37b2373c1a,51.8385495,4.6359414,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:2ec243b3dc26,51.8385552,4.6418489,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:5d19ab622cd4,51.8459947,4.6573533,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:7256ffa18381,51.8459597,4.6574119,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:e8312f3b6649,51.8459947,4.6573533,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:95b418901f68,51.8459947,4.6573533,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:4b36f8717e57,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:9f445cda4780,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:bb84578c4f02,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:0cb735169052,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:798ca3f53535,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:2496b8a93181,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,donkey,donkey:79bb7d4ab452,51.9652452,4.6171928,False,False,bicycle,
2026-06-03T00:09:43Z,felyx,felyx:50971dcbdb75,51.92054093333332,4.5042502,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:3483c0e69e44,51.932489249999996,4.4988857666666675,False,True,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:847d2d5b6021,51.94295073333332,4.481610616666666,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:85f0b654a050,51.90341853333333,4.448818316666667,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:e235230e7ae8,51.94883291666667,4.543783183333333,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:418b2d625944,51.91154863333333,4.478514116666666,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:be97526ac133,51.95450293333334,4.492836616666667,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:e39b46a1cce7,51.92674221666666,4.423634400000001,False,True,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:f71c68c47e09,51.930422116666655,4.473092133333334,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:b5d071f32d3e,51.93056683333332,4.4961371166666675,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:0bd574bc2b92,51.894694816666664,4.461961716666667,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:02c4b1f49cd3,51.90905603333334,4.430746700000001,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:0b735dc3986f,51.92249613333333,4.489915616666667,False,True,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:bafb97032f86,51.91933483333334,4.490710516666668,False,True,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:cb648b175ac3,51.911524033333336,4.376817516666668,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:f323f769fdf9,51.95891473333333,4.5541404000000005,False,False,bicycle,electric_assist
2026-06-03T00:09:43Z,felyx,felyx:1ea6267cb1a9,51.93340463333334,4.352036016666666,False,True,bicycle,electric_assist
